Minute,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
1253,24,18,10,9,15,2,13,13,15,13
1254,27,18,1,22,20,23,6,6,11,12
1255,28,26,11,29,19,6,3,6,24,9
1256,33,14,0,5,19,1,20,3,18,13
1257,25,17,10,14,20,1,17,7,18,8
1258,30,13,0,19,26,1,3,8,18,11
1259,26,22,1,12,18,4,8,5,27,12
1260,29,21,3,15,22,1,6,2,19,13
1261,22,25,0,23,19,2,13,11,20,11
1262,32,19,2,18,17,1,8,13,13,9
1263,28,22,0,33,20,1,7,19,21,7
1264,26,22,2,29,20,4,11,10,19,12
1265,27,23,6,31,21,9,3,7,16,9
1266,33,18,0,21,19,3,14,17,20,5
1267,32,19,0,14,20,2,11,25,23,11
1268,28,15,17,12,19,3,15,2,13,13
1269,29,22,13,11,15,17,13,4,25,9
1270,28,18,6,12,21,4,7,22,22,9
1271,35,19,9,10,22,1,3,7,23,10
1272,36,16,4,24,19,4,11,32,24,12
1273,35,20,11,31,19,1,18,6,14,9
1274,28,28,2,18,19,4,4,8,26,9
1275,23,25,12,7,21,6,10,7,17,7
1276,27,26,7,21,22,2,17,3,17,10
1277,41,23,0,26,23,3,9,17,24,14
1278,39,23,0,17,26,5,11,6,21,10
1279,36,16,0,33,22,1,11,4,16,13
1280,33,20,8,21,19,5,6,6,23,11
1281,19,22,3,8,26,5,11,8,20,11
1282,33,21,2,14,17,2,10,4,15,11
1283,33,22,0,20,19,3,4,14,13,6
1284,30,19,4,28,22,4,5,31,26,7
1285,22,13,0,11,18,3,20,6,14,12
1286,30,17,17,26,24,11,4,1,18,12
1287,32,23,2,22,15,7,8,17,19,11
1288,33,21,24,19,15,10,4,14,22,9
1289,29,11,2,19,21,1,11,5,14,14
1290,40,14,7,18,16,10,12,25,18,12
1291,29,25,0,25,22,2,1,26,21,11
1292,24,23,4,28,16,8,7,2,19,8
1293,33,20,0,14,20,8,9,7,26,13
1294,40,17,2,9,21,2,7,1,16,10
1295,28,15,2,26,23,10,22,2,18,14
1296,28,23,0,34,17,6,5,8,15,12
1297,27,31,1,16,24,8,8,9,16,11
1298,38,14,0,7,17,7,6,3,21,10
1299,31,29,19,34,20,4,8,7,16,13
1300,24,22,26,19,15,5,4,0,16,9
1301,28,18,4,22,18,3,10,5,20,11
1302,26,15,1,13,19,1,10,3,20,9
1303,39,22,5,13,24,2,14,3,19,10
1304,26,16,10,8,18,1,12,1,23,12
1305,28,19,0,8,16,5,8,1,15,11
1306,36,14,10,19,13,9,5,0,25,9
1307,23,21,4,17,20,8,12,1,25,9
1308,27,20,5,30,16,5,14,1,18,10
1309,30,8,0,18,14,3,16,20,17,7
1310,36,19,3,11,23,1,14,39,16,10
1311,36,16,0,31,19,2,6,10,25,11
1312,39,22,10,5,19,1,6,3,21,11
1313,34,26,1,29,20,5,6,20,22,11
1314,26,15,1,32,24,4,6,2,16,11
1315,32,19,2,6,22,7,8,1,13,6
1316,31,19,1,9,16,1,11,20,26,11
1317,40,24,1,16,24,4,11,13,22,10
1318,37,26,4,11,16,1,14,2,24,12
1319,28,21,5,8,21,9,6,26,24,9
1320,25,24,14,22,18,5,10,2,19,10
1321,31,21,5,26,23,3,3,0,18,13
1322,30,18,0,11,13,4,16,6,14,11
1323,28,22,8,22,15,1,10,1,11,10
1324,32,23,1,15,19,1,7,31,15,9
1325,33,19,6,26,21,5,2,17,16,11
1326,25,22,12,25,14,6,9,1,13,12
1327,32,24,2,25,18,4,12,13,23,14
1328,32,19,5,27,24,3,14,2,16,14
1329,28,21,3,7,22,4,10,22,26,6
1330,35,27,4,6,23,9,10,20,26,10
1331,24,16,2,20,20,6,13,2,23,12
1332,14,21,8,31,21,6,16,25,15,10
1333,28,22,6,23,20,3,10,3,20,8
1334,33,21,4,10,20,3,8,46,17,9
1335,34,14,6,26,16,5,12,4,23,10
1336,27,24,3,15,18,1,15,2,22,10
1337,23,17,1,33,20,4,3,4,17,11
1338,32,20,6,31,19,3,12,6,23,5
1339,25,20,3,11,23,6,7,1,27,10
1340,27,14,8,18,21,2,5,1,24,9
1341,21,16,3,20,19,1,5,3,20,11
1342,27,12,0,6,17,2,13,2,18,9
1343,22,21,1,25,20,6,7,32,22,8
1344,29,21,7,20,20,3,4,18,20,11
1345,19,23,5,17,22,3,5,4,13,10
1346,30,25,3,31,27,4,9,14,20,11
1347,24,24,3,25,13,1,4,5,16,11
1348,31,20,2,29,17,2,12,1,11,11
1349,33,25,2,15,18,11,14,15,14,12
1350,32,28,13,18,17,13,13,9,20,7
1351,32,16,2,17,15,6,7,14,24,10
1352,30,20,5,28,18,5,10,5,17,9
1353,27,18,4,29,23,4,7,22,12,10
1354,26,24,1,20,21,9,17,16,14,10
1355,25,24,4,6,20,3,6,161,25,5
1356,24,13,2,12,17,4,9,8,27,10
1357,17,14,6,25,22,2,5,3,21,13
1358,35,22,0,12,22,4,7,11,20,10
1359,33,20,2,16,25,9,16,5,21,11
1360,25,23,0,24,19,1,11,2,25,8
1361,28,18,0,29,25,1,22,5,21,9
1362,32,18,4,23,23,3,5,8,17,8
1363,34,21,31,17,25,3,25,3,25,9
1364,29,14,0,28,23,6,13,19,24,10
1365,26,14,3,33,23,4,7,7,24,11
1366,30,18,0,10,15,3,5,34,21,9
1367,26,12,0,18,24,3,10,5,17,10
1368,31,21,2,29,18,2,7,2,18,11
1369,41,13,1,22,20,1,7,2,24,9
1370,27,14,24,14,13,3,11,31,27,9
1371,32,22,5,13,16,1,12,3,16,10
1372,25,22,4,22,23,4,5,2,14,10
1373,37,20,3,16,25,4,11,1,19,8
1374,25,17,2,6,23,5,17,3,15,9
1375,32,21,2,34,18,9,12,0,15,8
1376,16,21,0,27,24,1,16,2,19,8
1377,35,15,10,8,22,3,12,13,13,9
1378,21,14,6,12,18,9,13,19,19,10
1379,39,19,13,33,20,17,13,5,17,7
1380,33,23,5,28,25,10,13,4,21,13
1381,16,17,3,19,15,1,14,11,18,9
1382,36,19,10,11,25,6,11,18,13,11
1383,34,19,13,5,15,1,9,32,23,10
1384,17,21,2,28,17,4,11,4,21,11
1385,24,20,6,5,19,5,6,0,19,11
1386,30,15,3,15,19,2,9,14,17,12
1387,25,20,17,9,17,3,12,6,22,10
1388,31,21,4,10,19,5,10,5,22,10
1389,29,25,11,20,21,8,12,8,18,12
1390,30,20,3,18,17,2,13,5,19,9
1391,32,22,0,33,25,4,7,1,28,9
1392,20,14,4,18,22,3,11,16,27,6
1393,31,13,1,8,22,7,9,7,24,8
1394,30,29,0,29,11,10,4,3,18,8
1395,24,19,9,13,20,5,0,30,12,12
1396,25,25,13,6,20,2,9,2,17,7
1397,30,23,2,8,23,5,10,12,20,12
1398,27,20,0,10,23,1,6,5,21,9
1399,23,27,4,23,16,6,9,2,23,9
1400,27,18,8,26,23,1,6,3,24,12
1401,30,18,4,32,25,5,11,20,20,10
1402,40,24,6,25,21,12,4,4,21,10
1403,36,23,4,24,21,1,13,22,22,8
1404,25,26,3,33,21,3,4,0,23,8
1405,32,14,6,6,17,3,5,3,19,6
1406,26,27,4,15,21,2,7,7,27,10
1407,34,17,5,34,25,16,23,25,17,12
1408,33,15,0,25,22,12,10,20,17,14
1409,42,20,2,30,19,12,7,3,26,10
1410,28,14,10,19,21,7,18,6,25,10
1411,33,28,5,13,19,1,8,3,17,10
1412,32,13,0,15,22,8,7,31,14,9
1413,18,16,33,7,18,4,17,52,23,11
1414,31,31,1,32,23,3,9,22,14,8
1415,31,21,3,18,16,1,3,3,21,11
1416,26,21,1,13,21,6,9,10,24,11
1417,36,23,6,7,20,1,8,6,21,11
1418,33,18,14,25,17,2,11,19,20,12
1419,31,23,3,34,19,7,20,5,24,11
1420,31,13,5,29,19,3,20,4,18,10
1421,27,24,2,12,20,2,23,2,20,11
1422,37,19,7,12,20,10,4,2,16,11
1423,39,14,0,27,21,2,5,9,22,12
1424,24,17,0,18,26,6,6,8,18,10
1425,24,18,13,6,17,2,7,1,22,12
1426,34,25,0,10,23,1,5,8,21,8
1427,33,28,9,28,16,5,6,12,13,9
1428,34,20,5,21,22,20,7,3,27,12
1429,22,24,2,32,24,2,8,7,16,8
1430,34,20,0,19,24,10,7,6,15,8
1431,32,16,23,26,25,2,15,5,17,10
1432,27,22,4,28,17,2,8,6,20,9
1433,22,20,3,29,21,9,6,13,19,10
1434,28,21,4,15,20,3,8,13,19,12
1435,28,15,9,33,23,8,4,11,17,9
1436,25,25,0,21,21,1,3,1,20,10
1437,33,20,2,31,19,3,5,18,20,13
1438,23,19,0,32,25,2,9,9,18,10
1439,33,28,9,20,14,6,14,6,25,8
1440,37,19,0,27,23,11,16,3,16,11
1441,36,16,2,22,19,1,12,21,24,13
1442,27,24,1,18,17,5,9,8,11,8
1443,34,18,2,33,19,7,10,3,27,13
1444,29,15,0,17,19,1,10,4,19,11
1445,36,25,5,10,19,3,4,8,21,11
1446,24,19,7,28,20,3,5,6,25,11
1447,22,17,3,7,24,2,22,29,14,11
1448,28,17,5,19,16,6,21,10,21,13
1449,32,14,5,33,17,2,9,19,18,11
1450,38,22,19,16,21,17,10,3,22,10
1451,23,11,2,24,23,3,13,20,15,9
1452,23,25,0,12,19,3,6,7,10,10
1453,27,17,2,17,19,7,13,12,21,10
1454,36,22,11,15,19,3,19,1,12,11
1455,25,22,11,11,18,3,10,13,16,11
1456,24,17,4,22,19,5,8,4,22,9
1457,35,15,0,27,23,5,13,12,14,10
1458,34,14,5,21,16,5,7,16,25,10
1459,28,22,3,26,16,10,10,18,23,7
1460,31,24,0,30,24,9,9,1,13,11
1461,30,26,0,13,25,4,7,11,22,6
1462,35,15,3,30,16,1,12,4,26,11
1463,33,21,7,22,23,4,14,7,14,10
1464,37,22,4,16,26,1,11,14,18,11
1465,26,20,4,10,26,7,3,8,23,9
1466,36,14,1,20,23,5,7,38,19,9
1467,25,25,0,15,19,4,4,2,17,10
1468,39,18,6,9,22,8,12,4,24,11
1469,26,24,9,6,18,4,11,13,25,9
1470,27,25,3,8,18,8,9,5,19,10
1471,33,16,0,32,19,3,7,8,12,9
1472,29,15,0,22,20,2,12,18,24,9
1473,28,22,4,11,19,1,10,34,18,13
1474,37,19,7,18,24,4,12,2,20,1
1475,25,21,5,8,23,2,6,19,20,9
1476,30,22,2,24,22,1,7,3,13,11
1477,33,12,5,19,24,2,17,37,11,10
1478,20,19,6,9,15,1,9,4,17,13
1479,33,19,2,19,20,4,14,2,22,8
1480,33,15,5,27,26,4,3,3,15,8
1481,28,23,8,12,19,10,3,5,20,12
1482,33,25,4,28,24,2,6,3,23,12
1483,35,20,3,7,18,5,7,13,13,8
1484,31,24,7,29,17,6,12,9,17,11
1485,38,20,13,31,18,5,10,6,21,11
1486,32,12,4,16,22,5,11,5,25,10
1487,19,29,2,30,22,19,10,3,14,13
1488,25,18,1,25,17,1,12,8,17,10
1489,32,27,0,13,22,3,9,8,14,7
1490,30,28,8,13,17,2,11,0,13,12
1491,27,15,3,10,23,1,16,7,20,15
1492,28,15,3,13,21,2,11,15,28,12
1493,27,23,17,33,13,13,7,8,14,10
1494,28,20,0,23,17,3,14,2,15,9
1495,27,18,1,22,21,4,4,7,21,12
1496,34,19,1,13,16,3,9,0,23,12
1497,26,14,21,34,22,3,10,4,19,6
1498,38,26,2,17,30,4,11,7,19,6
1499,27,23,0,10,17,1,11,5,13,12
1500,27,16,9,28,16,3,7,7,17,10
1501,24,16,12,11,17,2,6,10,21,9
1502,30,20,2,19,24,2,8,9,17,9
1503,33,20,4,29,22,2,9,13,20,7
1504,36,20,3,24,15,6,5,9,16,6
1505,30,23,5,5,24,1,19,1,24,8
1506,32,19,1,7,14,1,8,26,15,10
1507,30,22,6,30,16,1,3,18,23,13
1508,31,17,3,34,17,12,15,5,20,9
1509,29,21,4,6,20,4,11,7,27,8
1510,30,23,1,28,22,6,13,10,27,5
1511,27,25,3,33,21,5,10,25,25,13
1512,32,23,21,14,18,8,4,4,13,12
1513,27,19,0,9,19,4,14,14,14,11
1514,32,18,0,29,19,4,18,4,28,7
1515,20,11,3,13,21,10,8,7,27,9
1516,33,19,10,28,17,5,9,23,19,12
1517,35,24,0,21,13,19,5,4,20,11
1518,30,28,1,9,21,8,9,1,21,6
1519,27,15,17,26,18,9,5,1,17,8
1520,26,19,15,18,17,4,7,9,24,10
1521,28,18,10,30,19,1,8,13,19,8
1522,24,15,6,19,14,1,4,1,16,10
1523,30,23,12,11,24,23,12,5,17,12
1524,30,18,1,7,19,1,12,1,23,11
1525,36,21,0,5,18,3,3,5,15,10
1526,31,23,0,16,24,6,8,23,17,11
1527,32,25,1,32,18,3,11,3,20,11
1528,25,12,14,33,20,6,9,45,19,10
1529,31,23,5,18,22,3,16,10,17,8
1530,17,20,6,16,16,5,15,43,19,12
1531,30,17,0,23,20,1,7,8,16,7
1532,29,23,10,8,20,2,13,29,25,10
1533,31,18,0,13,19,9,16,2,19,11
1534,32,19,1,11,23,2,10,6,17,12
1535,34,15,4,28,19,3,8,2,17,9
1536,31,17,0,34,22,2,2,18,19,9
1537,28,22,0,15,26,3,12,6,22,13
1538,32,25,0,21,19,6,4,3,11,11
1539,27,23,18,27,24,6,8,30,20,10
1540,34,19,25,13,23,2,14,6,23,10
1541,33,22,7,14,18,1,10,128,19,9
1542,31,28,10,25,24,13,14,1,19,11
1543,34,18,10,19,21,8,9,1,21,6
1544,32,16,5,9,24,20,3,1,17,12
1545,17,20,7,12,21,14,2,33,23,10
1546,32,24,10,15,23,5,6,8,17,9
1547,33,19,1,27,22,2,9,14,22,10
1548,27,22,4,25,19,7,12,7,15,13
1549,40,18,4,21,19,1,13,13,26,10
1550,31,19,0,5,22,7,7,7,23,10
1551,25,18,0,34,21,3,7,7,13,7
1552,38,17,6,9,16,1,10,13,16,11
1553,34,23,1,31,19,1,14,7,21,12
1554,39,11,1,21,22,9,15,8,18,14
1555,41,16,0,24,21,2,19,4,24,8
1556,27,19,0,25,23,2,14,4,17,11
1557,31,25,4,27,13,6,9,15,24,12
1558,24,26,4,31,16,2,6,3,27,6
1559,29,17,3,14,20,11,4,2,18,11
1560,27,20,3,27,17,1,15,15,11,11
1561,26,19,2,9,19,9,11,15,26,10
1562,26,22,12,11,17,1,12,19,18,9
1563,32,10,2,30,17,3,10,17,11,8
1564,42,28,18,30,24,6,11,4,21,11
1565,25,15,3,15,19,10,11,20,23,6
1566,28,21,0,9,22,2,13,26,19,11
1567,26,18,0,28,21,11,10,16,15,13
1568,28,20,0,6,21,2,8,7,19,10
1569,35,17,2,28,21,2,6,1,19,10
1570,23,20,9,26,17,1,10,17,27,11
1571,27,14,4,29,22,2,10,12,16,7
1572,19,21,7,22,21,12,7,14,18,10
1573,37,16,5,6,16,3,4,4,19,9
1574,22,19,3,10,26,11,7,5,25,9
1575,34,33,0,13,23,4,6,5,25,9
1576,34,30,8,30,18,3,5,30,26,8
1577,27,21,0,23,21,7,6,9,15,10
1578,22,18,5,8,21,4,3,17,16,8
1579,32,21,3,24,19,1,14,5,19,12
1580,21,19,15,7,19,1,6,25,20,12
1581,28,16,10,26,24,3,9,34,20,8
1582,17,17,14,21,26,2,6,4,19,8
1583,25,19,1,28,18,4,12,4,19,11
1584,41,32,9,21,18,6,18,10,15,12
1585,29,17,2,34,21,4,12,4,27,13
1586,24,24,3,33,27,3,10,5,18,9
1587,34,20,2,17,23,2,12,44,19,9
1588,35,8,0,7,22,2,8,6,19,12
1589,28,20,10,24,19,4,14,1,17,10
1590,29,24,0,20,18,5,7,10,18,9
1591,33,20,2,5,19,14,16,17,18,12
1592,35,19,2,22,23,6,10,21,21,10
1593,24,25,0,6,22,10,17,5,16,12
1594,24,20,8,9,16,3,3,3,24,8
1595,22,22,12,32,13,6,13,16,17,7
1596,36,22,15,23,23,1,7,13,26,10
1597,30,16,5,22,15,3,31,3,27,10
1598,36,26,7,21,23,7,11,7,14,14
1599,23,16,10,23,25,5,9,1,28,10
1600,35,25,16,33,20,8,18,11,23,9
1601,28,14,9,20,17,2,5,9,15,10
1602,28,22,0,10,21,2,9,6,22,11
1603,30,16,13,28,23,8,9,48,21,9
1604,34,27,8,30,16,4,12,12,18,8
1605,31,26,2,26,24,3,7,46,11,13
1606,20,19,17,20,15,7,7,73,19,7
1607,28,14,19,9,19,6,11,16,26,10
1608,39,17,2,20,22,1,18,5,20,9
1609,33,22,2,7,15,2,8,2,13,10
1610,23,23,1,24,26,8,15,4,21,9
1611,30,19,2,18,20,7,9,16,16,7
1612,34,24,3,34,22,6,5,6,16,8
1613,21,19,10,16,20,2,7,12,25,11
1614,24,14,5,5,25,3,5,10,18,11
1615,27,25,16,15,21,4,12,13,23,12
1616,38,20,5,13,18,11,8,1,25,13
1617,36,19,7,31,21,10,5,5,24,12
1618,23,12,4,8,24,1,10,6,22,8
1619,23,19,9,24,21,1,12,7,19,11
1620,37,18,11,12,17,5,7,19,16,9
1621,18,20,3,34,20,20,9,3,16,12
1622,15,13,0,32,18,3,10,0,15,9
1623,26,24,11,28,17,3,10,7,20,8
1624,26,20,1,31,25,1,8,6,28,9
1625,29,18,2,26,20,1,4,3,14,8
1626,22,14,1,28,21,2,7,10,21,9
1627,33,24,8,6,14,1,13,5,13,9
1628,26,22,0,14,19,2,9,2,23,11
1629,30,22,8,34,24,1,7,12,19,11
1630,26,17,8,23,17,4,16,6,28,10
1631,26,24,3,31,18,3,14,0,18,13
1632,31,14,0,17,22,2,11,10,22,9
1633,26,25,13,8,25,6,12,1,15,8
1634,29,19,4,12,21,3,7,7,16,8
1635,28,22,6,24,19,2,11,1,19,11
1636,31,18,4,27,19,1,10,3,28,11
1637,25,25,1,10,22,1,3,18,22,12
1638,24,16,4,11,15,1,8,1,16,13
1639,19,27,13,14,20,7,10,0,18,9
1640,29,26,0,8,16,12,12,34,14,12
1641,31,23,8,26,22,13,9,11,20,13
1642,37,24,2,9,18,9,2,11,22,13
1643,33,22,14,9,22,11,7,14,23,9
1644,28,15,1,29,21,4,8,6,15,12
1645,28,12,10,11,16,7,18,32,14,12
1646,29,22,3,18,18,15,6,8,19,12
1647,28,18,4,31,21,5,10,18,18,9
1648,33,18,5,15,25,2,10,3,22,13
1649,22,20,2,18,17,3,13,3,26,10
1650,26,23,1,13,16,6,6,20,22,7
1651,35,26,8,13,18,6,11,13,24,10
1652,28,17,6,11,24,6,8,4,12,10
1653,26,14,3,32,16,4,10,1,16,8
1654,37,24,14,11,18,3,25,16,16,7
1655,30,23,2,22,18,2,10,11,14,7
1656,30,21,2,18,24,3,10,15,15,15
1657,37,21,0,16,20,9,5,3,19,11
1658,18,11,1,33,27,6,10,8,18,11
1659,26,16,0,6,23,1,6,15,28,11
1660,23,16,6,9,24,2,2,94,24,9
1661,39,18,1,27,17,2,14,6,28,8
1662,30,26,8,19,22,8,9,11,18,3
1663,28,30,19,16,21,6,9,36,15,9
1664,30,19,6,21,28,8,6,38,29,8
1665,27,17,7,7,19,2,16,12,15,9
1666,28,10,4,28,16,8,12,3,25,10
1667,29,15,0,29,18,3,9,7,15,7
1668,30,16,2,24,21,3,12,5,25,9
1669,28,23,0,28,19,4,9,7,18,9
1670,27,26,5,30,20,14,4,13,16,9
1671,33,25,0,6,15,5,5,5,28,5
1672,27,20,0,18,25,4,4,18,24,10
1673,38,24,1,12,17,10,20,3,27,10
1674,28,20,2,31,25,1,11,7,17,10
1675,22,22,1,7,15,1,12,15,26,9
1676,28,20,10,31,21,7,16,2,20,9
1677,20,13,11,25,23,2,4,18,13,8
1678,26,16,15,23,17,1,7,2,20,11
1679,27,17,6,14,21,4,13,8,18,8
1680,28,26,3,27,20,5,14,0,14,10
1681,30,23,0,31,18,9,13,1,19,10
1682,33,22,0,19,22,1,5,5,25,8
1683,29,13,3,8,17,14,7,7,20,10
1684,22,20,8,22,19,1,9,2,10,14
1685,32,19,11,30,25,1,14,5,22,10
1686,26,19,0,19,15,4,9,12,20,13
1687,28,22,22,31,17,3,14,10,18,9
1688,30,18,0,17,18,2,7,24,25,11
1689,33,19,0,27,20,8,9,29,22,11
1690,34,19,9,32,16,4,11,5,18,8
1691,21,15,2,17,22,4,3,2,18,13
1692,37,16,2,5,16,2,8,5,25,8
1693,22,27,0,28,22,11,3,6,20,10
1694,24,27,2,13,23,1,26,4,22,13
1695,29,24,10,8,19,4,13,25,22,7
1696,29,18,8,20,15,4,8,7,25,9
1697,21,18,6,31,22,1,16,6,15,15
1698,43,19,13,7,20,4,6,1,13,13
1699,24,16,5,20,17,4,6,4,18,11
1700,25,14,3,10,17,2,12,2,25,5
1701,22,22,10,22,22,21,3,2,21,11
1702,30,23,0,18,20,6,15,2,19,14
1703,26,27,1,22,22,2,15,10,14,8
1704,19,21,0,26,21,6,6,3,25,12
1705,40,31,2,15,18,4,10,6,23,12
1706,20,21,0,32,16,1,15,3,21,12
1707,23,12,3,8,21,1,7,10,13,9
1708,30,21,7,18,18,3,19,21,20,9
1709,23,18,7,12,17,5,7,42,25,10
1710,32,18,0,30,20,22,3,4,21,12
1711,36,21,1,19,25,2,13,28,10,10
1712,23,19,1,27,25,1,9,9,27,13
1713,38,17,2,8,19,8,6,3,20,11
1714,28,11,6,17,25,11,25,1,13,11
1715,35,19,11,19,27,6,5,10,22,13
1716,38,24,5,21,19,10,13,1,19,8
1717,32,17,2,29,23,1,8,3,11,14
1718,25,25,4,15,21,1,13,36,25,9
1719,29,23,3,32,19,6,11,41,22,13
1720,32,21,4,19,24,2,7,5,25,13
1721,34,33,9,7,21,3,12,6,17,11
1722,23,25,12,21,17,10,9,2,23,10
1723,39,14,16,23,13,1,10,6,23,11
1724,24,23,5,19,25,1,13,61,18,9
1725,32,21,3,12,16,2,6,28,27,14
1726,37,21,27,10,21,3,12,25,13,12
1727,25,16,8,29,22,3,4,5,29,7
1728,33,21,0,12,23,20,12,3,18,9
1729,21,19,4,8,21,1,11,1,17,11
1730,19,22,2,5,23,12,8,11,17,6
1731,35,13,12,14,27,4,7,17,19,10
1732,28,22,28,9,25,1,5,15,15,8
1733,30,18,0,21,21,8,6,11,14,10
1734,30,24,5,17,21,12,8,4,21,8
1735,23,19,9,11,20,1,7,13,16,11
1736,35,30,3,23,23,3,10,4,20,9
1737,27,11,0,20,25,4,12,13,19,9
1738,34,32,7,11,18,8,18,28,20,10
1739,28,21,0,11,21,16,13,18,14,11
1740,27,16,2,8,23,1,8,4,27,11
1741,30,22,1,28,23,2,3,4,25,9
1742,32,31,2,14,14,4,14,8,13,15
1743,30,23,13,31,20,1,9,21,18,9
1744,28,18,1,28,22,6,8,3,20,8
1745,21,21,0,6,19,9,12,3,25,9
1746,28,20,4,32,17,1,7,4,27,12
1747,31,16,6,32,19,3,10,11,15,12
1748,26,16,0,7,15,8,5,40,18,13
1749,39,20,0,14,26,7,10,1,17,8
1750,36,15,10,16,26,2,10,7,14,11
1751,20,27,0,27,25,3,13,2,21,7
1752,30,14,0,12,25,2,8,6,15,11
1753,30,16,2,22,19,6,13,11,22,8
1754,26,26,4,5,21,5,5,10,17,9
1755,33,16,6,34,19,2,10,2,16,8
1756,30,17,0,6,21,2,8,6,17,13
1757,31,26,1,20,24,4,5,1,22,9
1758,34,24,1,17,22,2,6,5,20,8
1759,30,22,0,34,17,3,14,3,10,11
1760,32,24,0,21,21,5,9,13,27,12
1761,37,19,8,15,19,5,7,12,20,7
1762,26,14,0,27,21,18,4,10,24,8
1763,34,20,2,19,19,1,10,1,23,12
1764,29,20,5,11,18,7,7,7,22,9
1765,36,23,0,19,22,1,11,200,14,12
1766,27,18,4,31,23,4,15,7,19,10
1767,27,15,11,30,21,10,7,17,20,13
1768,38,23,2,10,20,6,6,3,12,11
1769,30,24,3,17,17,3,1,19,27,11
1770,35,19,0,6,19,1,6,11,22,9
1771,33,18,6,31,19,9,11,13,18,9
1772,36,17,0,15,17,8,11,3,19,13
1773,35,21,0,9,20,5,10,11,14,9
1774,18,18,4,31,25,5,6,38,12,10
1775,23,21,23,5,16,1,9,3,27,10
1776,32,25,3,15,20,4,8,2,14,10
1777,36,17,5,7,20,7,7,2,19,7
1778,25,21,5,6,17,2,7,2,23,10
1779,23,20,0,20,17,10,11,6,16,10
1780,23,16,2,5,21,4,8,6,22,10
1781,28,17,1,29,22,12,17,4,14,10
1782,28,18,2,19,19,3,1,4,24,9
1783,28,21,0,14,17,4,5,20,18,8
1784,33,26,9,18,17,9,5,14,14,7
1785,29,24,0,25,21,2,1,2,26,7
1786,28,13,0,7,13,1,8,2,19,5
1787,32,19,0,33,19,10,8,1,19,13
1788,28,16,1,30,22,2,5,6,21,11
1789,31,32,1,29,14,1,9,1,21,8
1790,22,18,1,20,18,1,6,9,27,11
1791,30,18,0,32,19,21,20,6,18,11
1792,28,21,0,23,21,2,19,9,22,14
1793,21,12,9,28,22,1,9,16,17,5
1794,21,24,4,13,18,4,12,66,17,9
1795,32,17,5,18,23,2,17,13,11,11
1796,24,18,0,17,18,11,11,3,17,7
1797,16,23,4,17,18,3,5,4,24,12
1798,31,19,15,14,21,2,12,18,19,8
1799,31,24,5,31,22,1,6,5,21,11
1800,27,21,2,34,18,1,12,22,14,12
1801,38,16,3,18,24,16,9,3,20,9
1802,34,17,0,25,23,6,11,12,26,7
1803,33,17,0,7,22,2,7,7,25,11
1804,21,22,3,7,23,1,6,14,17,12
1805,29,20,5,8,20,7,10,8,18,11
1806,30,19,16,5,16,1,15,8,13,9
1807,26,16,3,23,19,7,13,18,17,10
1808,27,16,2,24,19,13,4,4,15,10
1809,17,21,0,8,16,9,9,3,20,10
1810,33,33,2,29,15,2,11,7,22,9
1811,34,22,11,17,24,5,10,3,15,9
1812,26,16,18,21,17,3,11,4,24,6
1813,29,14,16,30,21,4,4,3,25,13
1814,32,22,6,9,20,2,2,9,24,11
1815,33,24,0,31,21,8,11,4,21,10
1816,36,25,2,17,21,7,6,6,12,11
1817,37,19,11,18,15,7,13,2,19,8
1818,29,22,2,34,16,5,15,0,19,14
1819,29,20,1,17,21,21,7,2,12,10
1820,43,20,1,16,20,2,11,25,27,11
1821,33,21,1,24,24,4,15,3,18,11
1822,30,28,11,28,19,1,10,17,15,6
1823,30,22,6,30,23,15,6,15,20,10
1824,30,22,4,15,20,4,23,3,23,11
1825,35,28,1,24,23,6,7,23,27,10
1826,22,19,0,27,18,8,13,4,25,8
1827,25,20,9,11,17,4,4,39,25,8
1828,32,28,3,16,23,1,16,6,23,12
1829,30,20,8,29,19,5,7,6,13,10
1830,22,19,7,15,22,5,20,2,16,9
1831,39,18,2,25,14,1,15,5,19,9
1832,33,16,2,30,16,3,10,15,28,11
1833,29,23,0,23,19,2,5,33,22,10
1834,30,16,1,5,20,3,14,5,12,9
1835,28,21,6,20,22,6,13,85,25,12
1836,37,18,3,33,22,1,6,12,12,12
1837,29,23,0,22,19,6,2,9,23,10
1838,41,17,4,16,20,3,17,35,20,9
1839,25,20,5,11,14,2,14,1,18,8
1840,29,24,5,7,21,1,6,7,20,7
1841,29,23,0,32,21,6,11,3,20,11
1842,33,23,3,11,19,1,7,71,16,8
1843,19,19,3,17,19,2,8,12,14,13
1844,24,21,0,20,15,1,9,14,14,9
1845,37,28,0,28,19,7,5,20,19,9
1846,35,18,1,33,17,1,15,9,17,9
1847,27,27,6,29,14,5,8,2,13,12
1848,31,22,1,6,17,4,13,8,18,9
1849,30,10,2,7,20,2,19,5,17,9
1850,32,14,1,24,21,8,1,40,23,14
1851,35,30,7,32,24,1,1,16,12,8
1852,32,20,15,16,18,1,12,22,14,9
1853,28,17,14,5,21,7,6,2,24,8
1854,21,14,0,17,20,12,8,54,11,8
1855,38,15,1,9,26,17,16,15,23,10
1856,35,27,12,31,22,3,5,4,19,9
1857,26,15,3,11,19,5,10,5,20,8
1858,30,18,8,15,17,4,10,3,21,7
